seq	time	q0	q1	q2	q3	q4	q5	Dq0	Dq1	Dq2	Dq3	Dq4	Dq5	eff0	eff1	eff2	eff3	eff4	eff5	
85	1580406961.166735277	0.00245265	-0.928846	2.13525	-2.77705	-1.5696	-2.6232	0	0	-0	0	0	0	-16.9493	-4.32915	-1.90453	-3.08304	-0.953841	1.00352	
86	1580406961.174696223	0.00244066	-0.928846	2.13524	-2.77702	-1.56956	-2.62324	0	0	-0	0	0	0	-16.7451	-3.84393	-2.02967	-3.083	-1.02803	1.00352	
87	1580406961.182689230	0.00247662	-0.928822	2.13521	-2.777	-1.56955	-2.62321	0	0	-0	0	0	0	-16.8812	-4.20952	-2.00471	-3.05917	-0.953798	1.0807	
88	1580406961.190745469	0.00247662	-0.928822	2.13527	-2.77703	-1.56958	-2.62324	0	0	-0	0	0	0	-16.6089	-4.57157	-1.85285	-3.05912	-0.978576	1.0035	
89	1580406961.198707406	0.00247662	-0.928822	2.13531	-2.777	-1.56957	-2.62319	0	0	-0	0	0	0	-16.5409	-4.44886	-2.00124	-3.03524	-0.953817	1.08067	
90	1580406961.206722673	0.0024886	-0.928858	2.13524	-2.77699	-1.56957	-2.62321	0	0	-0	0	0	0	-16.9493	-4.51134	-2.05503	-3.03535	-0.95382	0.900602	
91	1580406961.214683076	0.00250058	-0.928798	2.13525	-2.77702	-1.56955	-2.62321	0	0	-0	0	0	0	-17.5619	-4.02668	-1.82791	-3.05911	-1.00328	1.15787	
92	1580406961.222721795	0.0024886	-0.928834	2.13524	-2.77703	-1.56957	-2.62321	0	0	-0	0	0	0	-16.677	-3.60143	-2.07916	-3.03536	-0.879598	0.977787	
93	1580406961.230745098	0.00246463	-0.92887	2.13524	-2.77705	-1.56954	-2.62324	0	0	-0	0	0	0	-17.2216	-4.32904	-1.95572	-3.03543	-1.00327	0.952079	
94	1580406961.238727427	0.00250058	-0.928846	2.13527	-2.777	-1.56955	-2.6232	0	0	-0	0	0	0	-17.63	-3.90332	-2.07825	-2.96384	-1.0775	1.00351	
95	1580406961.246686151	0.00246463	-0.92881	2.13529	-2.777	-1.56958	-2.62321	0	0	-0	0	0	0	-17.0854	-4.26789	-1.92682	-3.03525	-1.00331	0.926308	
96	1580406961.254789901	0.00246463	-0.928846	2.13525	-2.77702	-1.56957	-2.62321	0	0	-0	0	0	0	-17.1535	-3.96491	-2.05419	-3.01153	-0.904339	1.18361	
97	1580406961.262755037	0.00246463	-0.928834	2.13524	-2.77702	-1.56957	-2.62321	0	0	-0	0	0	0	-16.8812	-4.8154	-2.05419	-3.05917	-0.904339	1.10642	
98	1580406961.270724451	0.00247662	-0.928822	2.13525	-2.77702	-1.56957	-2.62318	0	0	-0	0	0	0	-17.2216	-4.51175	-1.95353	-3.03533	-1.02804	1.15787	
99	1580406961.278717672	0.00250058	-0.928822	2.13524	-2.77702	-1.56961	-2.62321	0	0	-0	0	0	0	-16.9493	-3.90518	-1.90405	-2.98769	-0.978594	1.08069	
100	1580406961.286778829	0.0024886	-0.928786	2.13527	-2.77702	-1.56956	-2.62324	0	0	-0	0	0	0	-17.1535	-4.45096	-1.87649	-3.08288	-0.978553	1.2865	
101	1580406961.294668554	0.00247662	-0.928834	2.13524	-2.77702	-1.56958	-2.6232	0	0	-0	0	0	0	-16.677	-4.20841	-1.95439	-3.03535	-0.95383	1.1836	
102	1580406961.302714606	0.00245265	-0.928834	2.13529	-2.77702	-1.5696	-2.6232	0	0	-0	0	0	0	-17.1535	-4.57086	-2.0275	-3.03529	-0.953841	1.02923	
103	1580406961.310659775	0.0024886	-0.928846	2.13524	-2.77704	-1.56956	-2.62323	0	0	-0	0	0	0	-16.5409	-4.32956	-1.92989	-3.13067	-1.07751	1.02925	
104	1580406961.318712611	0.00245265	-0.92881	2.13529	-2.777	-1.5696	-2.62321	0	0	-0	0	0	0	-16.6089	-3.84299	-1.85196	-3.01143	-0.978583	0.874851	
105	1580406961.326650435	0.00244066	-0.928846	2.13529	-2.77702	-1.56955	-2.6232	0	0	-0	0	0	0	-17.2216	-4.3278	-1.97803	-3.01149	-0.953796	1.08069	
106	1580406961.334695492	0.00247662	-0.928846	2.13527	-2.77704	-1.56958	-2.62323	0	0	-0	0	0	0	-17.1535	-4.14615	-1.80382	-3.15445	-1.02806	1.05497	
107	1580406961.342673012	0.00246463	-0.928834	2.13527	-2.77702	-1.56957	-2.62319	0	0	-0	0	0	0	-16.9493	-3.7215	-2.00298	-3.03531	-1.05278	0.926321	
108	1580406961.350701383	0.00242905	-0.928858	2.13525	-2.77702	-1.56961	-2.6232	0	0	-0	0	0	0	-17.3577	-4.08604	-1.80511	-3.03536	-1.05281	1.05497	
109	1580406961.358691732	0.0024886	-0.928798	2.13526	-2.777	-1.5696	-2.62321	0	0	-0	0	0	0	-17.0854	-4.45113	-1.97717	-2.9638	-1.10229	1.08068	
110	1580406961.366712871	0.00247662	-0.928786	2.13526	-2.77702	-1.56958	-2.62321	0	0	-0	0	0	0	-17.0854	-4.26932	-1.9019	-2.91616	-1.3002	1.00349	
111	1580406961.374704901	0.0024886	-0.928846	2.13524	-2.77704	-1.56954	-2.62321	0	0	-0	0	0	0	-16.4728	-4.57236	-1.9798	-3.03539	-1.02801	1.08071	
112	1580406961.382666806	0.00250058	-0.92881	2.13525	-2.77704	-1.56958	-2.62319	0	0	-0	0	0	0	-16.7451	-4.14785	-1.85332	-3.13062	-0.953828	1.02924	
113	1580406961.390729552	0.00251257	-0.928846	2.13521	-2.777	-1.56957	-2.62321	0	0	-0	0	0	0	-16.7451	-4.02689	-1.98062	-3.08302	-1.05278	0.97779	
