seq	time	q0	q1	q2	q3	q4	q5	Dq0	Dq1	Dq2	Dq3	Dq4	Dq5	eff0	eff1	eff2	eff3	eff4	eff5	DDq0	DDq1	DDq2	DDq3	DDq4	DDq5	
125	1580406961.486740599	0.0024886	-0.928834	2.13523	-2.77703	-1.56958	-2.6232	0	0	-0	0	0	0	0	-60.8415	-16.1771	-2.82099	0.406912	0.000136151	0	0	0	0	0	0	
126	1580406961.494712285	0.00247662	-0.928798	2.13523	-2.77704	-1.56957	-2.62318	0	0	-0	0	0	0	0	-60.8423	-16.1758	-2.82097	0.406926	0.000132334	0	0	0	0	0	0	
127	1580406961.502690539	0.00245265	-0.928846	2.13527	-2.777	-1.56958	-2.62321	0	0	-0	0	0	0	0	-60.8394	-16.1758	-2.82091	0.40691	0.000122112	0	0	0	0	0	0	
128	1580406961.510820129	0.00247662	-0.928846	2.13525	-2.77704	-1.56956	-2.62323	0	0	-0	0	0	0	0	-60.8403	-16.1767	-2.82098	0.406931	0.000139597	0	0	0	0	0	0	
129	1580406961.518702285	0.00245265	-0.928834	2.13523	-2.77702	-1.56958	-2.62319	0	0	-0	0	0	0	0	-60.8414	-16.1771	-2.82098	0.406914	0.000133272	0	0	0	0	0	0	
130	1580406961.526770565	0.00247662	-0.92881	2.13521	-2.77702	-1.56955	-2.62324	0	0	-0	0	0	0	0	-60.8424	-16.1767	-2.82095	0.40694	0.000135749	0	0	0	0	0	0	
131	1580406961.534713045	0.00250058	-0.928846	2.13524	-2.777	-1.56958	-2.62324	0	0	-0	0	0	0	0	-60.8407	-16.1771	-2.82095	0.406907	0.000130523	0	0	0	0	0	0	
132	1580406961.542702693	0.00250058	-0.928822	2.13523	-2.77704	-1.56958	-2.62321	0	0	-0	0	0	0	0	-60.8417	-16.1767	-2.82099	0.40691	0.000136155	0	0	0	0	0	0	
133	1580406961.550711562	0.00251257	-0.928822	2.13525	-2.77702	-1.56956	-2.6232	0	0	-0	0	0	0	0	-60.8409	-16.1758	-2.82093	0.406934	0.000128422	0	0	0	0	0	0	
134	1580406961.558734774	0.00251257	-0.928834	2.13525	-2.777	-1.56958	-2.62319	0	0	-0	0	0	0	0	-60.8406	-16.1762	-2.82093	0.406914	0.00012498	0	0	0	0	0	0	
